company,companyLabel,typeLabel,countryLabel,foundingYear,revenue,employees,assets
http://www.wikidata.org/entity/Q5288031,Dodwell & Co.,Чай,,1891-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q874407,Lipton,Чай,Великобритания,1890-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q874407,Lipton,Чай,Соединённое королевство Великобритании и Ирландии,1890-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q7381313,Russell & Company,Чай,США,1824-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q766351,Tazo,Чай,США,1994-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q795386,Teavana,Чай,США,1997-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q2425276,Tetley,Чай,Великобритания,1837-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q4051716,Traveler’s Coffee,Чай,,1997-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q1054692,Twinings,Чай,Великобритания,1706-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q83164,Британская Ост-Индская компания,Чай,Соединённое королевство Великобритании и Ирландии,1600-12-31T00:00:00Z,,,
http://www.wikidata.org/entity/Q18161207,Джок Уиллис Шиппинг Лайн,Чай,,1830-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q3079325,Ито Эн,Чай,Япония,1966-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q700040,Остендская компания,Чай,Австрийские Нидерланды,1722-07-12T00:00:00Z,,,
http://www.wikidata.org/entity/Q12169079,Чайная плантация,Чай,,,,,
http://www.wikidata.org/entity/Q1147545,френч-пресс,Чай,,1852-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q1072166,чайная,Чай,,,,,
